,QUARTER,TIME_REMAINING,ATLANTA_ACTION,GOLDEN STATE_ACTION,ATLANTA_SCORE,GOLDEN STATE_SCORE
0,1,11:46.0,,K. Thompson misses 2-pt jump shot from 18 ft,0,0
1,1,11:46.0,Defensive rebound by D. Howard,,0,0
2,1,11:28.0,Turnover by K. Korver (lost ball),,0,0
3,1,11:14.0,,D. Green misses 3-pt jump shot from 25 ft,0,0
4,1,11:13.0,Defensive rebound by K. Bazemore,,0,0
5,1,10:53.0,K. Bazemore misses 3-pt jump shot from 28 ft,,0,0
6,1,10:53.0,Offensive rebound by P. Millsap,,0,0
7,1,10:43.0,D. Schröder makes 2-pt layup from 2 ft,,2,0
8,1,10:32.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),2,3
9,1,10:10.0,P. Millsap misses 2-pt jump shot from 6 ft,,2,3
10,1,10:10.0,Offensive rebound by D. Howard,,2,3
11,1,9:56.0,D. Howard misses 2-pt jump shot from 8 ft,,2,3
12,1,9:56.0,,Defensive rebound by K. Durant,2,3
13,1,9:53.0,,Turnover by K. Durant (bad pass; steal by D. Schröder),2,3
14,1,9:44.0,Turnover by K. Korver (bad pass),,2,3
15,1,9:30.0,,Turnover by K. Durant (lost ball; steal by K. Bazemore),2,3
16,1,9:23.0,K. Bazemore misses 2-pt layup from 2 ft,,2,3
17,1,9:22.0,,Defensive rebound by K. Durant,2,3
18,1,9:15.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),2,6
19,1,8:57.0,D. Schröder makes 2-pt jump shot from 16 ft (assist by K. Korver),,4,6
20,1,8:45.0,,Turnover by Z. Pachulia (lost ball; steal by D. Schröder),4,6
21,1,8:37.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),,7,6
22,1,8:37.0,,Golden State full timeout,7,6
23,1,8:24.0,,K. Durant misses 2-pt jump shot from 18 ft (block by K. Bazemore),7,6
24,1,8:23.0,Defensive rebound by P. Millsap,,7,6
25,1,8:13.0,Turnover by K. Bazemore (bad pass),,7,6
26,1,8:01.0,,K. Thompson misses 3-pt jump shot from 25 ft,7,6
27,1,8:01.0,Defensive rebound by K. Bazemore,,7,6
28,1,7:55.0,K. Korver misses 3-pt jump shot from 26 ft,,7,6
29,1,7:54.0,,Defensive rebound by S. Curry,7,6
30,1,7:45.0,,D. Green misses 2-pt jump shot from 13 ft,7,6
31,1,7:41.0,,Offensive rebound by Z. Pachulia,7,6
32,1,7:41.0,,Z. Pachulia makes 2-pt layup from 3 ft,7,8
33,1,7:25.0,D. Schröder makes 3-pt jump shot from 26 ft,,10,8
34,1,7:22.0,,Turnover by S. Curry (lost ball),10,8
35,1,7:10.0,D. Howard makes 2-pt layup from 1 ft (assist by D. Schröder),,12,8
36,1,6:58.0,,S. Curry misses 3-pt jump shot from 26 ft,12,8
37,1,6:58.0,Defensive rebound by D. Howard,,12,8
38,1,6:44.0,D. Schröder misses 2-pt jump shot from 17 ft,,12,8
39,1,6:41.0,Offensive rebound by K. Korver,,12,8
40,1,6:41.0,K. Korver misses 2-pt layup from 1 ft,,12,8
41,1,6:41.0,,Defensive rebound by Z. Pachulia,12,8
42,1,6:41.0,,Personal foul by P. Millsap (drawn by K. Durant),12,8
43,1,6:41.0,M. Muscala enters the game for P. Millsap,,12,8
44,1,6:33.0,,K. Durant misses 2-pt jump shot from 12 ft,12,8
45,1,6:32.0,Defensive rebound by M. Muscala,,12,8
46,1,6:16.0,,Violation by D. Green (kicked ball),12,8
47,1,6:13.0,K. Bazemore makes 2-pt layup from 2 ft (assist by K. Korver),,14,8
48,1,5:54.0,,Turnover by Z. Pachulia (bad pass; steal by D. Howard),14,8
49,1,5:53.0,Personal foul by Z. Pachulia (drawn by D. Howard),,14,8
50,1,5:53.0,,A. Iguodala enters the game for K. Durant,14,8
51,1,5:42.0,,Offensive charge foul by D. Schröder (drawn by S. Curry),14,8
52,1,5:42.0,Turnover by D. Schröder (offensive foul),,14,8
53,1,5:32.0,,D. Green makes 2-pt dunk at rim (assist by A. Iguodala),14,10
54,1,5:09.0,M. Muscala misses 3-pt jump shot from 25 ft,,14,10
55,1,5:09.0,,Defensive rebound by A. Iguodala,14,10
56,1,5:02.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Iguodala),14,13
57,1,5:01.0,Atlanta full timeout,,14,13
58,1,5:01.0,,J. McGee enters the game for Z. Pachulia,14,13
59,1,5:01.0,T. Hardaway enters the game for K. Korver,,14,13
60,1,4:54.0,Turnover by D. Schröder (traveling),,14,13
61,1,4:42.0,,S. Curry misses 3-pt jump shot from 27 ft,14,13
62,1,4:41.0,,Offensive rebound by J. McGee,14,13
63,1,4:36.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by J. McGee),14,15
64,1,4:22.0,T. Hardaway misses 3-pt jump shot from 27 ft,,14,15
65,1,4:22.0,,Defensive rebound by K. Thompson,14,15
66,1,4:10.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),14,18
67,1,3:48.0,Shooting foul by D. Green (drawn by D. Howard),,14,18
68,1,3:48.0,D. Howard misses free throw 1 of 2,,14,18
69,1,3:48.0,Offensive rebound by Team,,14,18
70,1,3:48.0,,Violation by Team (jump ball),14,18
71,1,3:48.0,T. Sefolosha enters the game for D. Schröder,,14,18
72,1,3:48.0,M. Delaney enters the game for K. Bazemore,,14,18
73,1,3:48.0,,P. McCaw enters the game for K. Thompson,14,18
74,1,3:48.0,D. Howard makes free throw 2 of 2,,15,18
75,1,3:27.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by D. Green),15,21
76,1,3:23.0,Offensive foul by D. Howard (drawn by J. McGee),,15,21
77,1,3:23.0,Turnover by D. Howard (offensive foul),,15,21
78,1,3:07.0,,P. McCaw misses 3-pt jump shot from 26 ft,15,21
79,1,3:06.0,,Offensive rebound by Team,15,21
80,1,3:06.0,P. Millsap enters the game for D. Howard,,15,21
81,1,3:06.0,,K. Durant enters the game for J. McGee,15,21
82,1,3:02.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by S. Curry),15,23
83,1,2:42.0,M. Delaney makes 3-pt jump shot from 27 ft (assist by T. Sefolosha),,18,23
84,1,2:29.0,,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),18,25
85,1,2:15.0,T. Hardaway makes 2-pt layup from 2 ft (assist by M. Delaney),,20,25
86,1,2:03.0,,Turnover by S. Curry (bad pass; steal by T. Hardaway),20,25
87,1,2:02.0,Clear path foul by P. McCaw,,20,25
88,1,2:02.0,M. Delaney makes clear path free throw 1 of 2,,21,25
89,1,2:02.0,M. Delaney makes clear path free throw 2 of 2,,22,25
90,1,1:48.0,M. Muscala makes 2-pt hook shot from 7 ft (assist by M. Delaney),,24,25
91,1,1:33.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),24,28
92,1,1:09.0,Turnover by P. Millsap (bad pass; steal by D. Green),,24,28
93,1,1:02.0,,K. Durant misses 3-pt jump shot from 28 ft,24,28
94,1,1:01.0,Defensive rebound by T. Sefolosha,,24,28
95,1,0:46.0,Shooting foul by S. Curry (drawn by T. Sefolosha),,24,28
96,1,0:46.0,T. Sefolosha makes free throw 1 of 2,,25,28
97,1,0:46.0,T. Sefolosha misses free throw 2 of 2,,25,28
98,1,0:46.0,,K. Thompson enters the game for S. Curry,25,28
99,1,0:46.0,,D. West enters the game for D. Green,25,28
100,1,0:45.0,,Defensive rebound by K. Durant,25,28
101,1,0:28.0,,Shooting foul by M. Muscala (drawn by P. McCaw),25,28
102,1,0:28.0,,P. McCaw makes free throw 1 of 2,25,29
103,1,0:28.0,,P. McCaw misses free throw 2 of 2,25,29
104,1,0:27.0,Defensive rebound by P. Millsap,,25,29
105,1,0:10.0,M. Delaney makes 2-pt jump shot from 19 ft,,27,29
106,1,0:02.0,,K. Thompson misses 2-pt jump shot from 16 ft,27,29
107,1,0:01.0,Defensive rebound by P. Millsap,,27,29
108,2,11:44.0,T. Hardaway makes 2-pt jump shot from 18 ft,,29,29
109,2,11:26.0,,K. Durant makes 2-pt jump shot from 12 ft,29,31
110,2,11:20.0,Personal foul by K. Durant (drawn by M. Muscala),,29,31
111,2,11:06.0,Shooting foul by S. Livingston (drawn by P. Millsap),,29,31
112,2,11:06.0,P. Millsap makes free throw 1 of 2,,30,31
113,2,11:06.0,P. Millsap makes free throw 2 of 2,,31,31
114,2,10:53.0,,Personal foul by M. Muscala (drawn by K. Durant),31,31
115,2,10:50.0,,Personal foul by T. Hardaway (drawn by K. Thompson),31,31
116,2,10:42.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by S. Livingston),31,33
117,2,10:24.0,P. Millsap misses 2-pt jump shot from 4 ft (block by D. West),,31,33
118,2,10:23.0,Offensive rebound by P. Millsap,,31,33
119,2,10:20.0,Turnover by P. Millsap (bad pass; steal by S. Livingston),,31,33
120,2,10:18.0,,D. West misses 2-pt layup from 3 ft,31,33
121,2,10:15.0,Defensive rebound by M. Delaney,,31,33
122,2,10:12.0,T. Sefolosha makes 2-pt jump shot from 21 ft (assist by M. Delaney),,33,33
123,2,9:52.0,,Personal foul by T. Sefolosha (drawn by K. Durant),33,33
124,2,9:52.0,,K. Durant makes free throw 1 of 2,33,34
125,2,9:52.0,D. Howard enters the game for M. Muscala,,33,34
126,2,9:52.0,,K. Durant makes free throw 2 of 2,33,35
127,2,9:41.0,M. Delaney makes 2-pt jump shot from 20 ft,,35,35
128,2,9:23.0,,Offensive foul by K. Thompson (drawn by T. Hardaway),35,35
129,2,9:23.0,,Turnover by K. Thompson (offensive foul),35,35
130,2,9:23.0,,I. Clark enters the game for A. Iguodala,35,35
131,2,9:09.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by P. Millsap),,38,35
132,2,8:57.0,,K. Durant misses 2-pt jump shot from 14 ft,38,35
133,2,8:56.0,Defensive rebound by P. Millsap,,38,35
134,2,8:43.0,D. Howard misses 2-pt jump shot from 14 ft,,38,35
135,2,8:43.0,,Defensive rebound by K. Durant,38,35
136,2,8:34.0,,I. Clark makes 3-pt jump shot from 23 ft (assist by K. Durant),38,38
137,2,8:23.0,T. Sefolosha makes 2-pt dunk at rim (assist by M. Delaney),,40,38
138,2,8:05.0,,K. Thompson misses 2-pt jump shot from 13 ft,40,38
139,2,8:03.0,Defensive rebound by P. Millsap,,40,38
140,2,7:56.0,T. Hardaway misses 3-pt jump shot from 26 ft,,40,38
141,2,7:55.0,,Defensive rebound by K. Durant,40,38
142,2,7:48.0,,Turnover by K. Durant (lost ball; steal by T. Sefolosha),40,38
143,2,7:45.0,Shooting foul by I. Clark (drawn by T. Sefolosha),,40,38
144,2,7:45.0,Official timeout,,40,38
145,2,7:45.0,T. Sefolosha makes free throw 1 of 2,,41,38
146,2,7:45.0,,D. Green enters the game for K. Durant,40,38
147,2,7:45.0,,S. Curry enters the game for K. Thompson,40,38
148,2,7:45.0,,Z. Pachulia enters the game for D. West,40,38
149,2,7:45.0,K. Bazemore enters the game for P. Millsap,,40,38
150,2,7:45.0,D. Schröder enters the game for T. Hardaway,,40,38
151,2,7:45.0,T. Sefolosha makes free throw 2 of 2,,42,38
152,2,7:32.0,,S. Livingston makes 2-pt jump shot from 10 ft,42,40
153,2,7:17.0,T. Sefolosha misses 2-pt jump shot from 17 ft,,42,40
154,2,7:16.0,,Defensive rebound by S. Livingston,42,40
155,2,6:57.0,,S. Curry misses 2-pt jump shot from 19 ft,42,40
156,2,6:56.0,Defensive rebound by D. Howard,,42,40
157,2,6:44.0,Turnover by D. Schröder (lost ball),,42,40
158,2,6:44.0,K. Korver enters the game for M. Delaney,,42,40
159,2,6:44.0,M. Muscala enters the game for T. Sefolosha,,42,40
160,2,6:32.0,,Turnover by Z. Pachulia (lost ball; steal by K. Bazemore),42,40
161,2,6:26.0,K. Bazemore misses 3-pt jump shot from 27 ft,,42,40
162,2,6:25.0,Offensive rebound by M. Muscala,,42,40
163,2,6:18.0,K. Bazemore makes 2-pt jump shot from 21 ft (assist by M. Muscala),,44,40
164,2,6:05.0,,S. Curry misses 3-pt jump shot from 28 ft,44,40
165,2,6:05.0,Defensive rebound by D. Howard,,44,40
166,2,5:43.0,D. Schröder misses 3-pt jump shot from 26 ft,,44,40
167,2,5:43.0,,Defensive rebound by S. Curry,44,40
168,2,5:36.0,,I. Clark misses 3-pt jump shot from 26 ft,44,40
169,2,5:35.0,,Offensive rebound by D. Green,44,40
170,2,5:26.0,,S. Livingston makes 2-pt dunk at rim (assist by D. Green),44,42
171,2,5:12.0,K. Korver misses 3-pt jump shot from 26 ft,,44,42
172,2,5:12.0,,Defensive rebound by Z. Pachulia,44,42
173,2,4:59.0,,I. Clark makes 2-pt jump shot from 6 ft (assist by S. Curry),44,44
174,2,4:48.0,Offensive foul by D. Howard (drawn by S. Curry),,44,44
175,2,4:48.0,Turnover by D. Howard (offensive foul),,44,44
176,2,4:48.0,,Golden State full timeout,44,44
177,2,4:37.0,,S. Curry misses 3-pt jump shot from 27 ft,44,44
178,2,4:35.0,Defensive rebound by K. Bazemore,,44,44
179,2,4:18.0,K. Bazemore misses 2-pt jump shot from 7 ft,,44,44
180,2,4:18.0,Offensive rebound by Team,,44,44
181,2,4:12.0,M. Muscala makes 2-pt jump shot from 13 ft (assist by K. Korver),,46,44
182,2,3:52.0,,D. Green misses 3-pt jump shot from 26 ft,46,44
183,2,3:51.0,Defensive rebound by D. Schröder,,46,44
184,2,3:44.0,D. Schröder makes 2-pt jump shot from 18 ft,,48,44
185,2,3:29.0,,Turnover by D. Green (bad pass),48,44
186,2,3:29.0,,K. Thompson enters the game for Z. Pachulia,48,44
187,2,3:29.0,,K. Durant enters the game for S. Livingston,48,44
188,2,3:29.0,,A. Iguodala enters the game for I. Clark,48,44
189,2,3:29.0,Atlanta full timeout,,48,44
190,2,3:29.0,P. Millsap enters the game for M. Muscala,,48,44
191,2,3:17.0,D. Schröder misses 2-pt layup from 3 ft (block by D. Green),,48,44
192,2,3:17.0,Offensive rebound by Team,,48,44
193,2,3:08.0,Turnover by D. Schröder (bad pass; steal by S. Curry),,48,44
194,2,3:03.0,,D. Green misses 2-pt layup from 1 ft,48,44
195,2,3:02.0,Defensive rebound by P. Millsap,,48,44
196,2,2:51.0,Shooting foul by A. Iguodala (drawn by P. Millsap),,48,44
197,2,2:51.0,P. Millsap makes free throw 1 of 2,,49,44
198,2,2:51.0,P. Millsap misses free throw 2 of 2,,49,44
199,2,2:50.0,,Defensive rebound by K. Durant,49,44
200,2,2:41.0,,Turnover by S. Curry (bad pass; steal by P. Millsap),49,44
201,2,2:22.0,K. Korver misses 2-pt jump shot from 17 ft (block by K. Durant),,49,44
202,2,2:22.0,Offensive rebound by P. Millsap,,49,44
203,2,2:17.0,P. Millsap misses 3-pt jump shot from 23 ft,,49,44
204,2,2:16.0,Offensive rebound by K. Bazemore,,49,44
205,2,2:08.0,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),,51,44
206,2,1:48.0,,K. Thompson misses 2-pt jump shot from 5 ft (block by D. Howard),51,44
207,2,1:46.0,,Offensive rebound by K. Thompson,51,44
208,2,1:45.0,,K. Thompson makes 2-pt layup from 2 ft,51,46
209,2,1:23.0,K. Bazemore misses 3-pt jump shot from 27 ft,,51,46
210,2,1:22.0,,Defensive rebound by A. Iguodala,51,46
211,2,1:13.0,,Shooting foul by K. Bazemore (drawn by S. Curry),51,46
212,2,1:13.0,,S. Curry makes free throw 1 of 2,51,47
213,2,1:13.0,,S. Curry makes free throw 2 of 2,51,48
214,2,0:52.0,K. Bazemore misses 2-pt jump shot from 4 ft,,51,48
215,2,0:51.0,,Defensive rebound by K. Durant,51,48
216,2,0:46.0,T. Sefolosha enters the game for D. Howard,,51,48
217,2,0:46.0,,Golden State full timeout,51,48
218,2,0:38.0,,K. Thompson makes 2-pt layup from 1 ft (assist by A. Iguodala),51,50
219,2,0:27.0,K. Bazemore misses 3-pt jump shot from 24 ft,,51,50
220,2,0:25.0,,Defensive rebound by D. Green,51,50
221,2,0:10.0,,S. Curry misses 2-pt jump shot from 4 ft (block by D. Schröder),51,50
222,2,0:08.0,Defensive rebound by P. Millsap,,51,50
223,2,0:02.0,K. Bazemore makes 2-pt layup from 3 ft,,53,50
224,3,11:46.0,D. Howard makes 2-pt layup from 2 ft (assist by P. Millsap),,55,50
225,3,11:32.0,,S. Curry makes 2-pt jump shot from 17 ft,55,52
226,3,11:18.0,D. Schröder makes 2-pt jump shot from 15 ft (assist by P. Millsap),,57,52
227,3,11:04.0,,Turnover by K. Thompson (lost ball; steal by K. Korver),57,52
228,3,10:57.0,D. Schröder misses 3-pt jump shot from 26 ft,,57,52
229,3,10:57.0,,Defensive rebound by K. Durant,57,52
230,3,10:46.0,,K. Thompson misses 2-pt jump shot from 18 ft,57,52
231,3,10:45.0,Defensive rebound by Team,,57,52
232,3,10:28.0,P. Millsap misses 2-pt jump shot from 22 ft,,57,52
233,3,10:27.0,,Defensive rebound by K. Durant,57,52
234,3,10:17.0,,D. Green makes 2-pt jump shot from 19 ft,57,54
235,3,10:02.0,K. Korver makes 3-pt jump shot from 28 ft (assist by D. Schröder),,60,54
