,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PORTLAND_ACTION,ATLANTA_SCORE,PORTLAND_SCORE
278,3,7:03.0,D. Schröder makes 2-pt jump shot from 6 ft,,60,60
279,3,6:47.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by M. Leonard),60,63
280,3,6:29.0,K. Bazemore misses 2-pt layup from 3 ft,,60,63
281,3,6:29.0,,Defensive rebound by A. Aminu,60,63
282,3,6:21.0,,Personal foul by K. Bazemore (drawn by D. Lillard),60,63
283,3,6:21.0,,Portland full timeout,60,63
284,3,6:13.0,,D. Lillard misses 3-pt jump shot from 30 ft,60,63
285,3,6:13.0,Defensive rebound by T. Hardaway,,60,63
286,3,5:56.0,T. Hardaway misses 3-pt jump shot from 25 ft,,60,63
287,3,5:55.0,,Defensive rebound by D. Lillard,60,63
288,3,5:37.0,,Turnover by C. McCollum (bad pass; steal by D. Howard),60,63
289,3,5:18.0,P. Millsap misses 2-pt jump shot from 11 ft,,60,63
290,3,5:17.0,,Defensive rebound by M. Leonard,60,63
291,3,5:05.0,,D. Lillard misses 2-pt layup from 1 ft,60,63
292,3,5:05.0,Defensive rebound by K. Bazemore,,60,63
293,3,5:00.0,T. Hardaway makes 2-pt dunk at rim (assist by K. Bazemore),,62,63
294,3,4:45.0,,Personal foul by P. Millsap (drawn by A. Aminu),62,63
295,3,4:45.0,T. Prince enters the game for K. Bazemore,,62,63
296,3,4:45.0,,S. Napier enters the game for C. McCollum,62,63
297,3,4:45.0,,E. Davis enters the game for M. Leonard,62,63
298,3,4:34.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),62,66
299,3,4:12.0,D. Schröder misses 3-pt jump shot from 25 ft,,62,66
300,3,4:12.0,,Defensive rebound by D. Lillard,62,66
301,3,4:03.0,,D. Lillard misses 3-pt jump shot from 28 ft,62,66
302,3,4:02.0,,Offensive rebound by E. Davis,62,66
303,3,3:41.0,,E. Davis misses 2-pt jump shot from 4 ft (block by D. Howard),62,66
304,3,3:40.0,,Offensive rebound by E. Davis,62,66
305,3,3:39.0,,Turnover by Team (shot clock),62,66
306,3,3:39.0,M. Muscala enters the game for D. Howard,,62,66
307,3,3:31.0,,Violation by A. Aminu (kicked ball),62,66
308,3,3:21.0,D. Schröder misses 2-pt layup from 1 ft,,62,66
309,3,3:21.0,Offensive rebound by M. Muscala,,62,66
310,3,3:21.0,M. Muscala misses 2-pt layup from 2 ft,,62,66
311,3,3:20.0,,Defensive rebound by A. Aminu,62,66
312,3,3:10.0,,S. Napier misses 2-pt jump shot from 23 ft,62,66
313,3,3:10.0,Defensive rebound by M. Muscala,,62,66
314,3,3:01.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),,65,66
315,3,2:39.0,,A. Aminu misses 3-pt jump shot from 22 ft,65,66
316,3,2:36.0,Defensive rebound by M. Muscala,,65,66
317,3,2:30.0,T. Hardaway makes 3-pt jump shot from 25 ft,,68,66
318,3,2:06.0,,E. Davis makes 2-pt hook shot from 2 ft,68,68
319,3,1:58.0,Atlanta full timeout,,68,68
320,3,1:58.0,,C. McCollum enters the game for D. Lillard,68,68
321,3,1:52.0,Shooting foul by E. Davis (drawn by D. Schröder),,68,68
322,3,1:52.0,D. Schröder makes free throw 1 of 2,,69,68
323,3,1:52.0,D. Schröder makes free throw 2 of 2,,70,68
324,3,1:27.0,,S. Napier makes 3-pt jump shot from 24 ft,70,71
325,3,1:06.0,T. Prince makes 3-pt jump shot from 23 ft (assist by P. Millsap),,73,71
326,3,0:47.0,,Shooting foul by D. Schröder (drawn by C. McCollum),73,71
327,3,0:47.0,,C. McCollum makes free throw 1 of 2,73,72
328,3,0:47.0,,C. McCollum misses free throw 2 of 2,73,72
329,3,0:47.0,M. Delaney enters the game for D. Schröder,,73,72
330,3,0:46.0,Defensive rebound by P. Millsap,,73,72
331,3,0:29.0,T. Hardaway misses 2-pt layup from 1 ft,,73,72
332,3,0:28.0,,Defensive rebound by A. Aminu,73,72
333,3,0:11.0,,E. Davis makes 2-pt jump shot from 4 ft (assist by C. McCollum),73,74
334,3,0:00.0,M. Muscala makes 2-pt jump shot from 3 ft (assist by T. Hardaway),,75,74
335,4,11:47.0,Personal foul by N. Vonleh (drawn by D. Howard),,75,74
336,4,11:39.0,Turnover by K. Bazemore (lost ball),,75,74
337,4,11:25.0,,Personal foul by M. Delaney (drawn by A. Crabbe),75,74
338,4,11:16.0,,C. McCollum makes 3-pt jump shot from 26 ft,75,77
339,4,11:06.0,M. Delaney misses 2-pt layup from 2 ft (block by N. Vonleh),,75,77
340,4,11:04.0,,Defensive rebound by E. Davis,75,77
341,4,10:57.0,,C. McCollum makes 2-pt jump shot from 22 ft,75,79
342,4,10:39.0,K. Bazemore makes 2-pt layup from 2 ft,,77,79
343,4,10:23.0,,Offensive foul by A. Crabbe (drawn by T. Prince),77,79
344,4,10:23.0,,Turnover by A. Crabbe (offensive foul),77,79
345,4,10:23.0,,M. Harkless enters the game for S. Napier,77,79
346,4,10:12.0,K. Bazemore misses 2-pt layup from 3 ft (block by E. Davis),,77,79
347,4,10:11.0,,Defensive rebound by C. McCollum,77,79
348,4,10:04.0,,C. McCollum misses 3-pt jump shot from 25 ft,77,79
349,4,10:02.0,Defensive rebound by T. Prince,,77,79
350,4,9:57.0,Shooting block foul by C. McCollum (drawn by K. Bazemore),,77,79
351,4,9:57.0,K. Bazemore makes free throw 1 of 2,,78,79
352,4,9:57.0,K. Bazemore makes free throw 2 of 2,,79,79
353,4,9:43.0,,A. Crabbe misses 2-pt jump shot from 21 ft,79,79
354,4,9:42.0,,Offensive rebound by Team,79,79
355,4,9:42.0,Loose ball foul by M. Muscala (drawn by N. Vonleh),,79,79
356,4,9:42.0,,M. Leonard enters the game for E. Davis,79,79
357,4,9:30.0,,M. Leonard misses 3-pt jump shot from 23 ft,79,79
358,4,9:29.0,Defensive rebound by D. Howard,,79,79
359,4,9:18.0,T. Prince misses 3-pt jump shot from 23 ft,,79,79
360,4,9:16.0,,Defensive rebound by N. Vonleh,79,79
361,4,9:10.0,,Personal foul by T. Prince (drawn by M. Harkless),79,79
362,4,9:02.0,,Shooting foul by M. Delaney (drawn by C. McCollum),79,79
363,4,9:02.0,,C. McCollum makes free throw 1 of 2,79,80
364,4,9:02.0,P. Millsap enters the game for M. Muscala,,79,80
365,4,9:02.0,,C. McCollum makes free throw 2 of 2,79,81
366,4,8:52.0,,Violation by M. Harkless (kicked ball),79,81
367,4,8:52.0,Official timeout,,79,81
368,4,8:42.0,P. Millsap misses 2-pt jump shot from 10 ft,,79,81
369,4,8:42.0,,Defensive rebound by Team,79,81
370,4,8:42.0,,Personal foul by D. Howard (drawn by M. Leonard),79,81
371,4,8:42.0,,M. Leonard misses free throw 1 of 2,79,81
372,4,8:42.0,,Offensive rebound by Team,79,81
373,4,8:42.0,,M. Leonard misses free throw 2 of 2,79,81
374,4,8:42.0,Defensive rebound by D. Howard,,79,81
375,4,8:42.0,,D. Lillard enters the game for C. McCollum,79,81
376,4,8:23.0,M. Delaney misses 3-pt jump shot from 23 ft,,79,81
377,4,8:23.0,,Defensive rebound by A. Crabbe,79,81
378,4,8:15.0,,D. Lillard misses 2-pt jump shot from 4 ft,79,81
379,4,8:13.0,Defensive rebound by K. Bazemore,,79,81
380,4,8:13.0,Personal foul by N. Vonleh (drawn by K. Bazemore),,79,81
381,4,8:13.0,D. Schröder enters the game for T. Prince,,79,81
382,4,8:13.0,,A. Aminu enters the game for N. Vonleh,79,81
383,4,8:04.0,D. Schröder misses 2-pt layup from 2 ft,,79,81
384,4,8:03.0,,Defensive rebound by A. Aminu,79,81
385,4,7:41.0,,M. Harkless makes 3-pt jump shot from 25 ft (assist by A. Crabbe),79,84
386,4,7:27.0,T. Hardaway enters the game for M. Delaney,,79,84
387,4,7:24.0,D. Schröder makes 2-pt jump shot from 12 ft (assist by T. Hardaway),,81,84
388,4,7:06.0,,Turnover by D. Lillard (bad pass; steal by T. Hardaway),81,84
389,4,7:01.0,D. Schröder misses 2-pt layup from 1 ft,,81,84
390,4,7:00.0,,Defensive rebound by M. Leonard,81,84
391,4,6:44.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),81,86
392,4,6:27.0,Personal foul by M. Leonard (drawn by D. Howard),,81,86
393,4,6:12.0,P. Millsap misses 2-pt jump shot from 9 ft,,81,86
394,4,6:12.0,Offensive rebound by Team,,81,86
395,4,6:12.0,,Loose ball foul by M. Leonard (drawn by D. Howard),81,86
396,4,6:12.0,D. Howard misses free throw 1 of 2,,81,86
397,4,6:12.0,Offensive rebound by Team,,81,86
398,4,6:12.0,,Portland full timeout,81,86
399,4,6:12.0,,C. McCollum enters the game for A. Crabbe,81,86
400,4,6:12.0,,E. Davis enters the game for M. Leonard,81,86
401,4,6:12.0,T. Prince enters the game for P. Millsap,,81,86
402,4,6:12.0,D. Howard makes free throw 2 of 2,,82,86
403,4,5:50.0,,C. McCollum misses 2-pt jump shot from 23 ft,82,86
404,4,5:49.0,Defensive rebound by D. Schröder,,82,86
405,4,5:44.0,T. Hardaway misses 2-pt layup from 3 ft,,82,86
406,4,5:44.0,,Defensive rebound by A. Aminu,82,86
407,4,5:21.0,,A. Aminu misses 2-pt jump shot from 16 ft (block by K. Bazemore),82,86
408,4,5:21.0,,Offensive rebound by A. Aminu,82,86
409,4,5:21.0,,Turnover by Team (shot clock),82,86
410,4,5:05.0,T. Hardaway makes 2-pt jump shot from 19 ft (assist by D. Howard),,84,86
411,4,4:49.0,,M. Harkless misses 3-pt jump shot from 22 ft,84,86
412,4,4:46.0,,Offensive rebound by E. Davis,84,86
413,4,4:42.0,,C. McCollum makes 2-pt layup from 1 ft (assist by E. Davis),84,88
414,4,4:29.0,D. Schröder misses 2-pt jump shot from 16 ft,,84,88
415,4,4:28.0,Offensive rebound by D. Howard,,84,88
416,4,4:28.0,Shooting foul by E. Davis (drawn by D. Howard),,84,88
417,4,4:28.0,D. Howard makes free throw 1 of 2,,85,88
418,4,4:28.0,D. Howard misses free throw 2 of 2,,85,88
419,4,4:28.0,P. Millsap enters the game for K. Bazemore,,85,88
420,4,4:27.0,,Defensive rebound by A. Aminu,85,88
421,4,4:03.0,,Turnover by Team (shot clock),85,88
422,4,4:03.0,K. Bazemore enters the game for D. Howard,,85,88
423,4,3:54.0,D. Schröder misses 3-pt jump shot from 24 ft,,85,88
424,4,3:54.0,,Defensive rebound by E. Davis,85,88
425,4,3:42.0,,D. Lillard misses 3-pt jump shot from 26 ft,85,88
426,4,3:41.0,Defensive rebound by D. Schröder,,85,88
427,4,3:34.0,Turnover by D. Schröder (lost ball),,85,88
428,4,3:19.0,,Shooting foul by K. Bazemore (drawn by C. McCollum),85,88
429,4,3:19.0,,C. McCollum makes free throw 1 of 2,85,89
430,4,3:19.0,,C. McCollum makes free throw 2 of 2,85,90
431,4,3:17.0,Atlanta full timeout,,85,90
432,4,3:11.0,P. Millsap misses 3-pt jump shot from 23 ft,,85,90
433,4,3:11.0,,Defensive rebound by Team,85,90
434,4,3:11.0,Loose ball foul by T. Prince (drawn by E. Davis),,85,90
435,4,3:11.0,,E. Davis misses free throw 1 of 2,85,90
436,4,3:11.0,,Offensive rebound by Team,85,90
437,4,3:11.0,,E. Davis misses free throw 2 of 2,85,90
438,4,3:10.0,Defensive rebound by T. Hardaway,,85,90
439,4,3:04.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Schröder),,88,90
440,4,3:04.0,Away from play foul by C. McCollum (drawn by K. Bazemore),,88,90
441,4,3:04.0,K. Bazemore misses free throw 1 of 1,,88,90
442,4,3:02.0,,Defensive rebound by E. Davis,88,90
443,4,2:44.0,,Turnover by A. Aminu (lost ball; steal by P. Millsap),88,90
444,4,2:26.0,K. Bazemore misses 2-pt layup from 2 ft,,88,90
445,4,2:25.0,,Defensive rebound by M. Harkless,88,90
446,4,2:16.0,,Shooting foul by T. Prince (drawn by D. Lillard),88,90
447,4,2:16.0,,D. Lillard makes free throw 1 of 2,88,91
448,4,2:16.0,,D. Lillard makes free throw 2 of 2,88,92
449,4,2:09.0,Personal foul by E. Davis (drawn by P. Millsap),,88,92
450,4,2:09.0,P. Millsap makes free throw 1 of 2,,89,92
451,4,2:09.0,D. Howard enters the game for T. Prince,,89,92
452,4,2:09.0,P. Millsap makes free throw 2 of 2,,90,92
453,4,2:04.0,,Personal take foul by K. Bazemore (drawn by E. Davis),90,92
454,4,2:04.0,,E. Davis makes free throw 1 of 2,90,93
455,4,2:04.0,,E. Davis misses free throw 2 of 2,90,93
456,4,2:03.0,Defensive rebound by D. Howard,,90,93
457,4,2:03.0,Personal take foul by D. Lillard (drawn by D. Howard),,90,93
458,4,2:03.0,D. Howard misses free throw 1 of 2,,90,93
459,4,2:03.0,Offensive rebound by Team,,90,93
460,4,2:03.0,D. Howard makes free throw 2 of 2,,91,93
461,4,1:53.0,,C. McCollum makes 2-pt layup at rim,91,95
462,4,1:45.0,Shooting block foul by E. Davis (drawn by K. Bazemore),,91,95
463,4,1:45.0,K. Bazemore misses free throw 1 of 2,,91,95
464,4,1:45.0,Offensive rebound by Team,,91,95
465,4,1:45.0,K. Bazemore misses free throw 2 of 2,,91,95
466,4,1:44.0,Offensive rebound by P. Millsap,,91,95
467,4,1:40.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by P. Millsap),,94,95
468,4,1:21.0,,D. Lillard misses 2-pt jump shot from 19 ft,94,95
469,4,1:20.0,Defensive rebound by P. Millsap,,94,95
470,4,0:56.0,T. Hardaway misses 2-pt jump shot from 22 ft,,94,95
471,4,0:54.0,,Defensive rebound by M. Harkless,94,95
472,4,0:36.0,,Personal foul by K. Bazemore (drawn by E. Davis),94,95
473,4,0:36.0,,E. Davis misses free throw 1 of 2,94,95
474,4,0:36.0,,Offensive rebound by Team,94,95
475,4,0:36.0,,E. Davis misses free throw 2 of 2,94,95
476,4,0:36.0,T. Prince enters the game for D. Schröder,,94,95
477,4,0:35.0,,Offensive rebound by M. Harkless,94,95
478,4,0:35.0,,M. Harkless misses 2-pt layup from 1 ft,94,95
479,4,0:35.0,,Offensive rebound by M. Harkless,94,95
480,4,0:35.0,,M. Harkless makes 2-pt layup from 1 ft,94,97
481,4,0:35.0,Atlanta full timeout,,94,97
482,4,0:35.0,D. Schröder enters the game for T. Prince,,94,97
483,4,0:29.0,Shooting foul by A. Aminu (drawn by D. Howard),,94,97
484,4,0:29.0,D. Howard makes free throw 1 of 2,,95,97
485,4,0:29.0,D. Howard misses free throw 2 of 2,,95,97
486,4,0:28.0,,Defensive rebound by A. Aminu,95,97
487,4,0:28.0,,Portland full timeout,95,97
488,4,0:28.0,T. Prince enters the game for D. Howard,,95,97
489,4,0:28.0,,P. Connaughton enters the game for E. Davis,95,97
490,4,0:28.0,,A. Crabbe enters the game for M. Harkless,95,97
491,4,0:04.0,,C. McCollum misses 2-pt jump shot from 22 ft,95,97
492,4,0:03.0,,Offensive rebound by P. Connaughton,95,97
493,4,0:03.0,,P. Connaughton misses 2-pt layup from 3 ft,95,97
494,4,0:02.0,Defensive rebound by T. Prince,,95,97
495,4,0:02.0,Atlanta full timeout,,95,97
496,4,0:02.0,,M. Harkless enters the game for A. Crabbe,95,97
497,4,0:02.0,M. Dunleavy enters the game for T. Prince,,95,97
498,4,0:02.0,,A. Crabbe enters the game for P. Connaughton,95,97
499,4,0:00.0,P. Millsap makes 2-pt jump shot from 5 ft,,97,97
500,1OT,4:40.0,,E. Davis makes 2-pt hook shot from 3 ft (assist by A. Aminu),97,99
501,1OT,4:24.0,D. Schröder misses 2-pt jump shot from 19 ft,,97,99
502,1OT,4:23.0,,Defensive rebound by E. Davis,97,99
503,1OT,4:15.0,,D. Lillard makes 3-pt jump shot from 31 ft,97,102
504,1OT,3:52.0,D. Howard misses 2-pt dunk at rim,,97,102
505,1OT,3:52.0,,Defensive rebound by D. Lillard,97,102
506,1OT,3:42.0,,A. Aminu misses 3-pt jump shot from 23 ft,97,102
507,1OT,3:41.0,Defensive rebound by T. Hardaway,,97,102
508,1OT,3:32.0,T. Hardaway misses 3-pt jump shot from 26 ft,,97,102
509,1OT,3:31.0,,Defensive rebound by E. Davis,97,102
510,1OT,3:14.0,,C. McCollum makes 2-pt jump shot from 8 ft (assist by M. Harkless),97,104
511,1OT,2:58.0,Shooting foul by E. Davis (drawn by D. Howard),,97,104
512,1OT,2:58.0,D. Howard makes free throw 1 of 2,,98,104
513,1OT,2:58.0,T. Prince enters the game for K. Bazemore,,98,104
514,1OT,2:58.0,D. Howard makes free throw 2 of 2,,99,104
515,1OT,2:35.0,,D. Lillard misses 2-pt jump shot from 19 ft,99,104
516,1OT,2:33.0,Defensive rebound by P. Millsap,,99,104
517,1OT,2:24.0,Shooting foul by E. Davis (drawn by P. Millsap),,99,104
518,1OT,2:24.0,P. Millsap makes free throw 1 of 2,,100,104
519,1OT,2:24.0,,M. Leonard enters the game for E. Davis,99,104
520,1OT,2:24.0,K. Bazemore enters the game for D. Howard,,99,104
521,1OT,2:24.0,P. Millsap makes free throw 2 of 2,,101,104
522,1OT,2:08.0,,D. Lillard misses 2-pt jump shot from 15 ft,101,104
523,1OT,2:06.0,Defensive rebound by K. Bazemore,,101,104
524,1OT,1:49.0,Turnover by P. Millsap (lost ball; steal by M. Harkless),,101,104
525,1OT,1:29.0,,Turnover by A. Aminu (offensive foul),101,104
526,1OT,1:29.0,Offensive charge foul by A. Aminu (drawn by T. Prince),,101,104
527,1OT,1:29.0,,A. Crabbe enters the game for M. Leonard,101,104
528,1OT,1:12.0,D. Schröder makes 2-pt layup from 2 ft,,103,104
529,1OT,0:58.0,,A. Crabbe misses 2-pt jump shot from 14 ft,103,104
530,1OT,0:57.0,Defensive rebound by T. Prince,,103,104
531,1OT,0:40.0,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),,105,104
532,1OT,0:40.0,,Portland full timeout,105,104
533,1OT,0:33.0,,A. Aminu misses 3-pt jump shot from 25 ft,105,104
534,1OT,0:31.0,,Offensive rebound by A. Aminu,105,104
535,1OT,0:27.0,,M. Harkless misses 2-pt layup from 2 ft (block by K. Bazemore),105,104
536,1OT,0:27.0,,Offensive rebound by Team,105,104
537,1OT,0:27.0,,Portland full timeout,105,104
538,1OT,0:15.0,,C. McCollum misses 2-pt jump shot from 3 ft,105,104
539,1OT,0:14.0,,Offensive rebound by M. Harkless,105,104
540,1OT,0:14.0,,C. McCollum misses 2-pt layup from 3 ft,105,104
541,1OT,0:14.0,,Offensive rebound by M. Harkless,105,104
542,1OT,0:13.0,,M. Harkless misses 2-pt layup from 2 ft,105,104
543,1OT,0:13.0,,Offensive rebound by Team,105,104
544,1OT,0:13.0,Loose ball foul by T. Prince (drawn by M. Harkless),,105,104
545,1OT,0:13.0,,Portland full timeout,105,104
546,1OT,0:07.0,,Turnover by D. Lillard (bad pass; steal by T. Prince),105,104
547,1OT,0:06.0,Personal foul by A. Crabbe (drawn by T. Prince),,105,104
548,1OT,0:06.0,Atlanta full timeout,,105,104
549,1OT,0:06.0,M. Delaney enters the game for T. Prince,,105,104
550,1OT,0:05.0,Personal take foul by A. Crabbe (drawn by T. Prince),,105,104
551,1OT,0:05.0,P. Millsap makes free throw 1 of 2,,106,104
552,1OT,0:05.0,T. Prince enters the game for M. Delaney,,106,104
553,1OT,0:05.0,,P. Connaughton enters the game for M. Harkless,106,104
554,1OT,0:05.0,P. Millsap makes free throw 2 of 2,,107,104
555,1OT,0:04.0,,Turnover by P. Connaughton (bad pass; steal by T. Prince),107,104
556,1OT,0:02.0,Shooting foul by P. Connaughton (drawn by T. Prince),,107,104
557,1OT,0:02.0,T. Prince makes free throw 1 of 2,,108,104
558,1OT,0:02.0,T. Prince makes free throw 2 of 2,,109,104
